,year,state,Rank 1,Rank 2,Rank 3,Rank 4,Rank 5
381,1987,Mississippi,Jessica,Ashley,Brittany,Amanda,Jennifer
382,1987,Missouri,Jessica,Ashley,Amanda,Sarah,Jennifer
383,1987,Montana,Ashley,Amanda,Jessica,Sarah,Kayla
384,1987,Nebraska,Ashley,Jessica,Amanda,Sarah,Jennifer
385,1987,Nevada,Jessica,Ashley,Amanda,Sarah,Jennifer
386,1987,New Hampshire,Amanda,Ashley,Jessica,Sarah,Jennifer
387,1987,New Jersey,Jessica,Ashley,Amanda,Jennifer,Nicole
388,1987,New Mexico,Amanda,Jessica,Ashley,Jennifer,Sarah
389,1987,New York,Jessica,Jennifer,Amanda,Ashley,Nicole
390,1987,North Carolina,Ashley,Jessica,Amanda,Brittany,Jennifer
391,1987,North Dakota,Ashley,Jessica,Amanda,Kayla,Sarah
392,1987,Ohio,Ashley,Jessica,Amanda,Sarah,Brittany
393,1987,Oklahoma,Ashley,Jessica,Amanda,Sarah,Jennifer
394,1987,Oregon,Ashley,Jessica,Amanda,Sarah,Jennifer
395,1987,Pennsylvania,Ashley,Amanda,Jessica,Jennifer,Nicole
396,1987,Rhode Island,Ashley,Amanda,Jessica,Jennifer,Kayla
397,1987,South Carolina,Ashley,Jessica,Amanda,Brittany,Jennifer
398,1987,South Dakota,Ashley,Amanda,Jessica,Sarah,Jennifer
399,1987,Tennessee,Ashley,Jessica,Amanda,Brittany,Jennifer
400,1987,Texas,Jessica,Ashley,Amanda,Jennifer,Sarah
401,1987,Utah,Jessica,Ashley,Amanda,Sarah,Heather
402,1987,Vermont,Ashley,Amanda,Jessica,Sarah,Emily
403,1987,Virginia,Ashley,Jessica,Amanda,Sarah,Jennifer
404,1987,Washington,Jessica,Ashley,Amanda,Sarah,Jennifer
405,1987,West Virginia,Ashley,Jessica,Amanda,Brittany,Sarah
406,1987,Wisconsin,Ashley,Amanda,Jessica,Jennifer,Sarah
407,1987,Wyoming,Ashley,Jessica,Amanda,Jennifer,Sarah
408,1988,Alabama,Jessica,Ashley,Brittany,Amanda,Tiffany
409,1988,Alaska,Jessica,Amanda,Ashley,Jennifer,Sarah
410,1988,Arizona,Jessica,Ashley,Amanda,Sarah,Jennifer
411,1988,Arkansas,Jessica,Ashley,Amanda,Brittany,Sarah
412,1988,California,Jessica,Ashley,Jennifer,Amanda,Stephanie
413,1988,Colorado,Jessica,Ashley,Amanda,Sarah,Jennifer
414,1988,Connecticut,Jessica,Ashley,Amanda,Sarah,Nicole
415,1988,Delaware,Ashley,Jessica,Amanda,Brittany,Sarah
416,1988,Dist. of Columbia,Ashley,Jessica,Brittany,Sarah,Lauren
417,1988,Florida,Ashley,Jessica,Amanda,Brittany,Jennifer
418,1988,Georgia,Jessica,Ashley,Brittany,Amanda,Tiffany
419,1988,Hawaii,Ashley,Jessica,Nicole,Jennifer,Sarah
420,1988,Idaho,Jessica,Amanda,Ashley,Sarah,Jennifer
421,1988,Illinois,Jessica,Ashley,Amanda,Jennifer,Sarah
422,1988,Indiana,Ashley,Jessica,Amanda,Brittany,Sarah
423,1988,Iowa,Ashley,Amanda,Jessica,Sarah,Megan
424,1988,Kansas,Jessica,Ashley,Amanda,Sarah,Megan
425,1988,Kentucky,Ashley,Jessica,Amanda,Brittany,Sarah
426,1988,Louisiana,Ashley,Jessica,Brittany,Amanda,Lauren
427,1988,Maine,Ashley,Amanda,Jessica,Sarah,Samantha
428,1988,Maryland,Ashley,Jessica,Amanda,Brittany,Sarah
429,1988,Massachusetts,Jessica,Ashley,Amanda,Sarah,Nicole
430,1988,Michigan,Ashley,Jessica,Amanda,Sarah,Nicole
431,1988,Minnesota,Ashley,Amanda,Jessica,Sarah,Jennifer
432,1988,Mississippi,Jessica,Ashley,Brittany,Amanda,Tiffany
433,1988,Missouri,Ashley,Jessica,Amanda,Sarah,Brittany
434,1988,Montana,Jessica,Amanda,Ashley,Sarah,Kayla
435,1988,Nebraska,Ashley,Jessica,Amanda,Sarah,Megan
436,1988,Nevada,Jessica,Ashley,Amanda,Jennifer,Brittany
437,1988,New Hampshire,Ashley,Jessica,Amanda,Sarah,Samantha
438,1988,New Jersey,Jessica,Ashley,Amanda,Nicole,Jennifer
439,1988,New Mexico,Amanda,Jessica,Ashley,Samantha,Sarah
440,1988,New York,Jessica,Amanda,Ashley,Jennifer,Nicole
441,1988,North Carolina,Ashley,Jessica,Brittany,Amanda,Tiffany
442,1988,North Dakota,Amanda,Ashley,Jessica,Kayla,Sarah
443,1988,Ohio,Ashley,Jessica,Amanda,Brittany,Sarah
444,1988,Oklahoma,Jessica,Ashley,Amanda,Sarah,Brittany
445,1988,Oregon,Jessica,Amanda,Ashley,Sarah,Jennifer
446,1988,Pennsylvania,Ashley,Amanda,Jessica,Nicole,Sarah
447,1988,Rhode Island,Amanda,Ashley,Jessica,Sarah,Nicole
448,1988,South Carolina,Jessica,Ashley,Brittany,Amanda,Tiffany
449,1988,South Dakota,Ashley,Amanda,Jessica,Megan,Kayla
450,1988,Tennessee,Jessica,Ashley,Brittany,Amanda,Sarah
451,1988,Texas,Jessica,Ashley,Amanda,Jennifer,Sarah
452,1988,Utah,Jessica,Ashley,Amanda,Megan,Sarah
453,1988,Vermont,Ashley,Amanda,Jessica,Sarah,Elizabeth
454,1988,Virginia,Ashley,Jessica,Amanda,Brittany,Sarah
455,1988,Washington,Jessica,Ashley,Amanda,Sarah,Jennifer
456,1988,West Virginia,Ashley,Jessica,Amanda,Brittany,Kayla
457,1988,Wisconsin,Ashley,Amanda,Jessica,Sarah,Nicole
458,1988,Wyoming,Jessica,Ashley,Amanda,Sarah,Samantha
459,1989,Alabama,Ashley,Jessica,Brittany,Tiffany,Amanda
460,1989,Alaska,Jessica,Ashley,Amanda,Sarah,Samantha
461,1989,Arizona,Jessica,Ashley,Amanda,Brittany,Sarah
462,1989,Arkansas,Ashley,Jessica,Brittany,Amanda,Sarah
463,1989,California,Jessica,Ashley,Amanda,Jennifer,Stephanie
464,1989,Colorado,Ashley,Jessica,Amanda,Sarah,Brittany
465,1989,Connecticut,Jessica,Ashley,Amanda,Sarah,Nicole
466,1989,Delaware,Ashley,Jessica,Amanda,Brittany,Lauren
467,1989,Dist. of Columbia,Ashley,Brittany,Jessica,Jasmine,Elizabeth
468,1989,Florida,Ashley,Jessica,Brittany,Amanda,Stephanie
469,1989,Georgia,Brittany,Ashley,Jessica,Amanda,Tiffany
470,1989,Hawaii,Ashley,Jessica,Nicole,Brittany,Sarah
471,1989,Idaho,Jessica,Ashley,Amanda,Sarah,Brittany
472,1989,Illinois,Ashley,Jessica,Amanda,Brittany,Sarah
473,1989,Indiana,Ashley,Jessica,Brittany,Amanda,Sarah
474,1989,Iowa,Ashley,Jessica,Amanda,Samantha,Megan
475,1989,Kansas,Jessica,Ashley,Amanda,Sarah,Samantha
476,1989,Kentucky,Brittany,Ashley,Jessica,Amanda,Sarah
477,1989,Louisiana,Brittany,Ashley,Jessica,Amanda,Lauren
478,1989,Maine,Ashley,Jessica,Amanda,Sarah,Brittany
479,1989,Maryland,Ashley,Brittany,Jessica,Amanda,Sarah
480,1989,Massachusetts,Ashley,Jessica,Amanda,Sarah,Samantha
481,1989,Michigan,Ashley,Jessica,Amanda,Brittany,Sarah
482,1989,Minnesota,Ashley,Amanda,Jessica,Sarah,Brittany
483,1989,Mississippi,Brittany,Ashley,Jessica,Amanda,Courtney
484,1989,Missouri,Jessica,Ashley,Brittany,Amanda,Sarah
485,1989,Montana,Ashley,Jessica,Amanda,Brittany,Samantha
486,1989,Nebraska,Ashley,Jessica,Amanda,Megan,Brittany
487,1989,Nevada,Jessica,Ashley,Amanda,Brittany,Sarah
488,1989,New Hampshire,Jessica,Amanda,Ashley,Samantha,Sarah
489,1989,New Jersey,Jessica,Ashley,Amanda,Stephanie,Nicole
490,1989,New Mexico,Ashley,Jessica,Amanda,Samantha,Sarah
491,1989,New York,Jessica,Amanda,Ashley,Nicole,Samantha
492,1989,North Carolina,Brittany,Ashley,Jessica,Amanda,Sarah
493,1989,North Dakota,Ashley,Amanda,Jessica,Samantha,Brittany
494,1989,Ohio,Ashley,Brittany,Jessica,Amanda,Sarah
495,1989,Oklahoma,Ashley,Jessica,Brittany,Amanda,Sarah
496,1989,Oregon,Ashley,Jessica,Amanda,Sarah,Brittany
497,1989,Pennsylvania,Ashley,Amanda,Jessica,Brittany,Sarah
498,1989,Rhode Island,Amanda,Ashley,Jessica,Kayla,Nicole
499,1989,South Carolina,Brittany,Ashley,Jessica,Amanda,Amber
500,1989,South Dakota,Ashley,Amanda,Jessica,Brittany,Sarah
501,1989,Tennessee,Jessica,Ashley,Brittany,Amanda,Sarah
502,1989,Texas,Ashley,Jessica,Amanda,Brittany,Sarah
503,1989,Utah,Jessica,Ashley,Amanda,Sarah,Megan
504,1989,Vermont,Amanda,Sarah,Ashley,Jessica,Samantha
505,1989,Virginia,Jessica,Brittany,Ashley,Amanda,Sarah
506,1989,Washington,Jessica,Ashley,Amanda,Sarah,Brittany
507,1989,West Virginia,Brittany,Jessica,Ashley,Amanda,Kayla
508,1989,Wisconsin,Ashley,Amanda,Brittany,Jessica,Samantha
509,1989,Wyoming,Jessica,Ashley,Sarah,Amanda,Brittany
510,1990,Alabama,Ashley,Brittany,Jessica,Kayla,Amanda
511,1990,Alaska,Jessica,Ashley,Amanda,Brittany,Samantha
512,1990,Arizona,Jessica,Ashley,Amanda,Brittany,Stephanie
513,1990,Arkansas,Jessica,Ashley,Brittany,Amanda,Sarah
514,1990,California,Jessica,Ashley,Stephanie,Amanda,Jennifer
515,1990,Colorado,Jessica,Ashley,Amanda,Brittany,Sarah
516,1990,Connecticut,Jessica,Ashley,Amanda,Nicole,Stephanie
517,1990,Delaware,Jessica,Brittany,Ashley,Amanda,Samantha
518,1990,Dist. of Columbia,Ashley,Brittany,Jasmine,Jessica,Sarah
519,1990,Florida,Ashley,Jessica,Brittany,Amanda,Stephanie
520,1990,Georgia,Ashley,Brittany,Jessica,Amanda,Amber
521,1990,Hawaii,Ashley,Jessica,Nicole,Brittany,Jennifer
522,1990,Idaho,Jessica,Ashley,Amanda,Megan,Sarah
523,1990,Illinois,Jessica,Ashley,Brittany,Amanda,Samantha
524,1990,Indiana,Jessica,Ashley,Brittany,Amanda,Megan
525,1990,Iowa,Ashley,Jessica,Amanda,Samantha,Emily
526,1990,Kansas,Ashley,Jessica,Amanda,Sarah,Samantha
527,1990,Kentucky,Brittany,Jessica,Ashley,Amanda,Kayla
528,1990,Louisiana,Brittany,Ashley,Jessica,Lauren,Courtney
529,1990,Maine,Ashley,Jessica,Amanda,Brittany,Sarah
530,1990,Maryland,Brittany,Ashley,Jessica,Amanda,Sarah
531,1990,Massachusetts,Jessica,Ashley,Amanda,Samantha,Sarah
532,1990,Michigan,Ashley,Jessica,Amanda,Brittany,Samantha
533,1990,Minnesota,Ashley,Amanda,Jessica,Samantha,Brittany
534,1990,Mississippi,Brittany,Ashley,Jessica,Jasmine,Kayla
535,1990,Missouri,Ashley,Jessica,Brittany,Amanda,Sarah
536,1990,Montana,Jessica,Ashley,Amanda,Sarah,Kayla
537,1990,Nebraska,Ashley,Jessica,Amanda,Megan,Brittany
538,1990,Nevada,Ashley,Jessica,Amanda,Brittany,Samantha
539,1990,New Hampshire,Jessica,Ashley,Sarah,Amanda,Samantha
540,1990,New Jersey,Jessica,Ashley,Amanda,Stephanie,Samantha
541,1990,New Mexico,Jessica,Amanda,Ashley,Samantha,Brittany
542,1990,New York,Jessica,Ashley,Amanda,Stephanie,Samantha
543,1990,North Carolina,Brittany,Ashley,Jessica,Amanda,Sarah
544,1990,North Dakota,Ashley,Samantha,Brittany,Amanda,Jessica
545,1990,Ohio,Ashley,Brittany,Jessica,Amanda,Sarah
546,1990,Oklahoma,Jessica,Ashley,Brittany,Sarah,Amanda
547,1990,Oregon,Jessica,Ashley,Amanda,Sarah,Brittany
548,1990,Pennsylvania,Ashley,Jessica,Amanda,Brittany,Samantha
549,1990,Rhode Island,Ashley,Jessica,Amanda,Brittany,Kayla
550,1990,South Carolina,Brittany,Ashley,Jessica,Amanda,Kayla
551,1990,South Dakota,Ashley,Amanda,Sarah,Brittany,Jessica
552,1990,Tennessee,Jessica,Brittany,Ashley,Kayla,Amanda
553,1990,Texas,Ashley,Jessica,Amanda,Brittany,Stephanie
554,1990,Utah,Jessica,Ashley,Amanda,Megan,Sarah
555,1990,Vermont,Ashley,Brittany,Jessica,Samantha,Sarah
556,1990,Virginia,Brittany,Jessica,Ashley,Amanda,Sarah
557,1990,Washington,Jessica,Ashley,Amanda,Sarah,Brittany
558,1990,West Virginia,Brittany,Ashley,Jessica,Kayla,Amanda
559,1990,Wisconsin,Ashley,Amanda,Samantha,Jessica,Brittany
560,1990,Wyoming,Ashley,Jessica,Amanda,Brittany,Samantha
561,1991,Alabama,Ashley,Jessica,Brittany,Kayla,Jasmine
562,1991,Alaska,Jessica,Ashley,Amanda,Sarah,Samantha
563,1991,Arizona,Ashley,Jessica,Amanda,Samantha,Sarah
564,1991,Arkansas,Ashley,Jessica,Brittany,Sarah,Kayla
565,1991,California,Jessica,Ashley,Stephanie,Jennifer,Amanda
566,1991,Colorado,Jessica,Ashley,Amanda,Sarah,Brittany
567,1991,Connecticut,Ashley,Jessica,Amanda,Sarah,Samantha
568,1991,Delaware,Ashley,Amanda,Jessica,Brittany,Samantha
569,1991,Dist. of Columbia,Ashley,Jasmine,Brittany,Jessica,Sarah
570,1991,Florida,Ashley,Jessica,Brittany,Amanda,Stephanie
571,1991,Georgia,Ashley,Jessica,Brittany,Kayla,Jasmine
572,1991,Hawaii,Ashley,Jessica,Nicole,Chelsea,Kayla
573,1991,Idaho,Jessica,Ashley,Amanda,Sarah,Samantha
574,1991,Illinois,Jessica,Ashley,Samantha,Brittany,Sarah
575,1991,Indiana,Ashley,Jessica,Brittany,Sarah,Amanda
576,1991,Iowa,Ashley,Jessica,Emily,Amanda,Megan
577,1991,Kansas,Jessica,Ashley,Amanda,Sarah,Emily
578,1991,Kentucky,Ashley,Brittany,Jessica,Kayla,Sarah
579,1991,Louisiana,Ashley,Brittany,Jessica,Jasmine,Lauren
580,1991,Maine,Ashley,Sarah,Samantha,Jessica,Emily
581,1991,Maryland,Ashley,Jessica,Brittany,Sarah,Amanda
582,1991,Massachusetts,Ashley,Jessica,Amanda,Sarah,Samantha
583,1991,Michigan,Ashley,Jessica,Samantha,Amanda,Brittany
584,1991,Minnesota,Ashley,Samantha,Jessica,Emily,Amanda
585,1991,Mississippi,Ashley,Brittany,Jessica,Jasmine,Kayla
586,1991,Missouri,Ashley,Jessica,Brittany,Amanda,Sarah
587,1991,Montana,Jessica,Ashley,Amanda,Kayla,Shelby
588,1991,Nebraska,Jessica,Ashley,Amanda,Sarah,Emily
589,1991,Nevada,Ashley,Jessica,Amanda,Sarah,Samantha
590,1991,New Hampshire,Sarah,Ashley,Jessica,Samantha,Emily
591,1991,New Jersey,Jessica,Ashley,Amanda,Samantha,Stephanie
592,1991,New Mexico,Ashley,Amanda,Jessica,Samantha,Stephanie
593,1991,New York,Ashley,Jessica,Amanda,Stephanie,Samantha
594,1991,North Carolina,Brittany,Ashley,Jessica,Sarah,Amanda
595,1991,North Dakota,Ashley,Jessica,Kayla,Amanda,Samantha
596,1991,Ohio,Ashley,Jessica,Brittany,Sarah,Amanda
597,1991,Oklahoma,Ashley,Jessica,Brittany,Sarah,Amanda
598,1991,Oregon,Ashley,Jessica,Amanda,Sarah,Kayla
599,1991,Pennsylvania,Ashley,Jessica,Amanda,Brittany,Samantha
600,1991,Rhode Island,Amanda,Ashley,Jessica,Stephanie,Kayla
601,1991,South Carolina,Ashley,Brittany,Jessica,Kayla,Amber
602,1991,South Dakota,Ashley,Samantha,Amanda,Kayla,Brittany
603,1991,Tennessee,Ashley,Jessica,Brittany,Kayla,Sarah
604,1991,Texas,Ashley,Jessica,Amanda,Brittany,Stephanie
605,1991,Utah,Jessica,Ashley,Sarah,Amanda,Megan
606,1991,Vermont,Ashley,Jessica,Samantha,Elizabeth,Amanda
607,1991,Virginia,Ashley,Jessica,Brittany,Sarah,Amanda
608,1991,Washington,Jessica,Ashley,Amanda,Sarah,Samantha
609,1991,West Virginia,Brittany,Ashley,Jessica,Kayla,Samantha
610,1991,Wisconsin,Ashley,Amanda,Samantha,Jessica,Brittany
611,1991,Wyoming,Jessica,Ashley,Amanda,Sarah,Brittany
612,1992,Alabama,Jessica,Ashley,Brittany,Kayla,Jasmine
613,1992,Alaska,Jessica,Ashley,Amanda,Sarah,Emily
614,1992,Arizona,Jessica,Ashley,Samantha,Amanda,Sarah
615,1992,Arkansas,Jessica,Ashley,Brittany,Sarah,Emily
616,1992,California,Jessica,Ashley,Stephanie,Jennifer,Elizabeth
617,1992,Colorado,Jessica,Ashley,Sarah,Amanda,Brittany
618,1992,Connecticut,Jessica,Ashley,Sarah,Amanda,Emily
619,1992,Delaware,Jessica,Ashley,Amanda,Samantha,Brittany
620,1992,Dist. of Columbia,Ashley,Jasmine,Jessica,Brittany,Elizabeth
621,1992,Florida,Ashley,Jessica,Brittany,Amanda,Samantha
622,1992,Georgia,Ashley,Brittany,Jessica,Kayla,Amber
623,1992,Hawaii,Ashley,Jessica,Nicole,Sarah,Chelsea
624,1992,Idaho,Jessica,Ashley,Amanda,Samantha,Sarah
625,1992,Illinois,Jessica,Ashley,Samantha,Sarah,Brittany
626,1992,Indiana,Ashley,Jessica,Brittany,Sarah,Emily
627,1992,Iowa,Ashley,Jessica,Emily,Samantha,Megan
628,1992,Kansas,Ashley,Jessica,Emily,Amanda,Sarah
629,1992,Kentucky,Ashley,Brittany,Jessica,Kayla,Sarah
630,1992,Louisiana,Ashley,Brittany,Jessica,Lauren,Megan
631,1992,Maine,Ashley,Sarah,Emily,Jessica,Kayla
632,1992,Maryland,Ashley,Jessica,Sarah,Brittany,Amanda
633,1992,Massachusetts,Jessica,Ashley,Sarah,Samantha,Amanda
634,1992,Michigan,Ashley,Jessica,Samantha,Emily,Sarah
635,1992,Minnesota,Ashley,Emily,Samantha,Jessica,Amanda
636,1992,Mississippi,Ashley,Jessica,Brittany,Jasmine,Kayla
637,1992,Missouri,Jessica,Ashley,Brittany,Emily,Samantha
638,1992,Montana,Ashley,Jessica,Amanda,Sarah,Samantha
639,1992,Nebraska,Ashley,Emily,Jessica,Sarah,Amanda
640,1992,Nevada,Jessica,Ashley,Amanda,Samantha,Sarah
641,1992,New Hampshire,Sarah,Samantha,Ashley,Emily,Jessica
642,1992,New Jersey,Jessica,Ashley,Amanda,Nicole,Samantha
643,1992,New Mexico,Ashley,Jessica,Samantha,Amanda,Stephanie
644,1992,New York,Ashley,Jessica,Samantha,Amanda,Stephanie
645,1992,North Carolina,Ashley,Brittany,Jessica,Sarah,Amanda
646,1992,North Dakota,Ashley,Samantha,Megan,Brittany,Jessica
647,1992,Ohio,Ashley,Jessica,Brittany,Sarah,Emily
648,1992,Oklahoma,Ashley,Jessica,Brittany,Sarah,Taylor
649,1992,Oregon,Jessica,Ashley,Amanda,Emily,Sarah
650,1992,Pennsylvania,Ashley,Jessica,Samantha,Amanda,Emily
651,1992,Rhode Island,Ashley,Jessica,Amanda,Sarah,Samantha
652,1992,South Carolina,Ashley,Brittany,Jessica,Amber,Kayla
653,1992,South Dakota,Ashley,Jessica,Samantha,Amanda,Emily
654,1992,Tennessee,Ashley,Jessica,Brittany,Kayla,Sarah
655,1992,Texas,Ashley,Jessica,Amanda,Sarah,Brittany
656,1992,Utah,Jessica,Ashley,Sarah,Samantha,Megan
657,1992,Vermont,Ashley,Samantha,Emily,Jessica,Sarah
658,1992,Virginia,Ashley,Jessica,Brittany,Sarah,Emily
659,1992,Washington,Jessica,Ashley,Sarah,Amanda,Samantha
660,1992,West Virginia,Brittany,Ashley,Jessica,Kayla,Samantha
661,1992,Wisconsin,Ashley,Samantha,Amanda,Jessica,Emily
662,1992,Wyoming,Ashley,Jessica,Amanda,Brittany,Sarah
663,1993,Alabama,Ashley,Jessica,Brittany,Kayla,Amber
664,1993,Alaska,Jessica,Ashley,Sarah,Samantha,Amanda
665,1993,Arizona,Jessica,Ashley,Samantha,Amanda,Sarah
666,1993,Arkansas,Ashley,Jessica,Sarah,Brittany,Taylor
667,1993,California,Jessica,Ashley,Stephanie,Jennifer,Elizabeth
668,1993,Colorado,Jessica,Ashley,Sarah,Taylor,Samantha
669,1993,Connecticut,Emily,Sarah,Ashley,Jessica,Nicole
670,1993,Delaware,Jessica,Ashley,Emily,Brittany,Lauren
671,1993,Dist. of Columbia,Ashley,Jasmine,Sarah,Jessica,Alexis
672,1993,Florida,Ashley,Jessica,Brittany,Samantha,Sarah
673,1993,Georgia,Ashley,Jessica,Brittany,Taylor,Sarah
674,1993,Hawaii,Ashley,Jessica,Nicole,Jasmine,Kayla
675,1993,Idaho,Jessica,Ashley,Taylor,Amanda,Samantha
676,1993,Illinois,Jessica,Ashley,Samantha,Emily,Sarah
677,1993,Indiana,Ashley,Jessica,Taylor,Emily,Brittany
678,1993,Iowa,Ashley,Jessica,Taylor,Emily,Samantha
679,1993,Kansas,Ashley,Jessica,Taylor,Emily,Sarah
680,1993,Kentucky,Ashley,Brittany,Jessica,Sarah,Kayla
681,1993,Louisiana,Ashley,Brittany,Taylor,Jessica,Jasmine
682,1993,Maine,Emily,Sarah,Ashley,Jessica,Taylor
683,1993,Maryland,Ashley,Jessica,Sarah,Brittany,Emily
684,1993,Massachusetts,Sarah,Emily,Jessica,Samantha,Ashley
685,1993,Michigan,Ashley,Jessica,Samantha,Emily,Sarah
686,1993,Minnesota,Ashley,Emily,Samantha,Sarah,Jessica
687,1993,Mississippi,Ashley,Brittany,Jessica,Jasmine,Amber
688,1993,Missouri,Jessica,Ashley,Taylor,Emily,Samantha
689,1993,Montana,Jessica,Ashley,Taylor,Emily,Samantha
690,1993,Nebraska,Ashley,Jessica,Emily,Taylor,Samantha
691,1993,Nevada,Ashley,Jessica,Samantha,Taylor,Sarah
692,1993,New Hampshire,Emily,Sarah,Ashley,Samantha,Jessica
693,1993,New Jersey,Jessica,Nicole,Ashley,Samantha,Amanda
694,1993,New Mexico,Ashley,Jessica,Amanda,Samantha,Sarah
695,1993,New York,Ashley,Jessica,Samantha,Amanda,Nicole
696,1993,North Carolina,Ashley,Brittany,Jessica,Taylor,Sarah
697,1993,North Dakota,Samantha,Ashley,Jessica,Taylor,Brittany
698,1993,Ohio,Ashley,Jessica,Emily,Taylor,Sarah
699,1993,Oklahoma,Ashley,Jessica,Taylor,Brittany,Sarah
700,1993,Oregon,Jessica,Ashley,Emily,Sarah,Samantha
701,1993,Pennsylvania,Ashley,Jessica,Emily,Samantha,Sarah
702,1993,Rhode Island,Ashley,Samantha,Jessica,Sarah,Stephanie
703,1993,South Carolina,Ashley,Jessica,Brittany,Taylor,Amber
704,1993,South Dakota,Ashley,Samantha,Jessica,Taylor,Emily
705,1993,Tennessee,Ashley,Jessica,Brittany,Sarah,Kayla
706,1993,Texas,Ashley,Jessica,Sarah,Taylor,Stephanie
707,1993,Utah,Jessica,Ashley,Sarah,Megan,Emily
708,1993,Vermont,Emily,Ashley,Sarah,Amanda,Elizabeth
709,1993,Virginia,Ashley,Jessica,Sarah,Brittany,Emily
710,1993,Washington,Jessica,Ashley,Sarah,Emily,Samantha
711,1993,West Virginia,Ashley,Brittany,Jessica,Kayla,Samantha
712,1993,Wisconsin,Ashley,Samantha,Emily,Jessica,Sarah
713,1993,Wyoming,Ashley,Jessica,Taylor,Kayla,Megan
714,1994,Alabama,Ashley,Jessica,Brittany,Kayla,Emily
715,1994,Alaska,Jessica,Ashley,Sarah,Samantha,Taylor
716,1994,Arizona,Jessica,Ashley,Samantha,Taylor,Sarah
717,1994,Arkansas,Ashley,Jessica,Brittany,Sarah,Taylor
718,1994,California,Jessica,Ashley,Stephanie,Jennifer,Samantha
719,1994,Colorado,Jessica,Ashley,Sarah,Samantha,Emily
720,1994,Connecticut,Emily,Sarah,Jessica,Nicole,Ashley
721,1994,Delaware,Jessica,Ashley,Sarah,Taylor,Amanda
722,1994,Dist. of Columbia,Jasmine,Ashley,Alexandra,Brittany,Sarah
723,1994,Florida,Ashley,Jessica,Samantha,Amanda,Brittany
724,1994,Georgia,Ashley,Jessica,Brittany,Taylor,Emily
725,1994,Hawaii,Ashley,Jessica,Nicole,Taylor,Jasmine
726,1994,Idaho,Jessica,Ashley,Samantha,Taylor,Emily
727,1994,Illinois,Jessica,Ashley,Emily,Samantha,Sarah
728,1994,Indiana,Ashley,Jessica,Taylor,Emily,Sarah
729,1994,Iowa,Emily,Ashley,Taylor,Megan,Jessica
730,1994,Kansas,Jessica,Ashley,Emily,Taylor,Sarah
731,1994,Kentucky,Ashley,Brittany,Jessica,Sarah,Emily
732,1994,Louisiana,Taylor,Brittany,Ashley,Emily,Jessica
733,1994,Maine,Emily,Ashley,Samantha,Sarah,Taylor
734,1994,Maryland,Ashley,Jessica,Emily,Sarah,Samantha
735,1994,Massachusetts,Emily,Samantha,Jessica,Sarah,Ashley
736,1994,Michigan,Ashley,Jessica,Emily,Samantha,Sarah
737,1994,Minnesota,Emily,Samantha,Ashley,Megan,Taylor
738,1994,Mississippi,Ashley,Jessica,Jasmine,Brittany,Amber
739,1994,Missouri,Ashley,Jessica,Emily,Taylor,Samantha
740,1994,Montana,Jessica,Emily,Taylor,Samantha,Sarah
741,1994,Nebraska,Jessica,Emily,Taylor,Samantha,Ashley
742,1994,Nevada,Jessica,Ashley,Taylor,Samantha,Sarah
743,1994,New Hampshire,Emily,Ashley,Samantha,Sarah,Hannah
744,1994,New Jersey,Jessica,Nicole,Samantha,Ashley,Amanda
745,1994,New Mexico,Jessica,Ashley,Samantha,Amanda,Sarah
746,1994,New York,Ashley,Jessica,Samantha,Nicole,Amanda
747,1994,North Carolina,Ashley,Brittany,Jessica,Sarah,Taylor
748,1994,North Dakota,Taylor,Ashley,Samantha,Emily,Jessica
749,1994,Ohio,Ashley,Emily,Jessica,Taylor,Sarah
750,1994,Oklahoma,Ashley,Taylor,Jessica,Brittany,Sarah
751,1994,Oregon,Jessica,Ashley,Emily,Samantha,Sarah
752,1994,Pennsylvania,Emily,Ashley,Jessica,Samantha,Sarah
753,1994,Rhode Island,Ashley,Nicole,Jessica,Sarah,Emily
754,1994,South Carolina,Ashley,Brittany,Jessica,Taylor,Kayla
755,1994,South Dakota,Megan,Ashley,Jessica,Samantha,Taylor
756,1994,Tennessee,Ashley,Jessica,Brittany,Kayla,Emily
757,1994,Texas,Ashley,Jessica,Sarah,Samantha,Taylor
758,1994,Utah,Jessica,Ashley,Megan,Sarah,Emily
759,1994,Vermont,Emily,Ashley,Samantha,Jessica,Sarah
760,1994,Virginia,Jessica,Ashley,Emily,Sarah,Brittany
761,1994,Washington,Jessica,Emily,Ashley,Sarah,Samantha
762,1994,West Virginia,Brittany,Ashley,Jessica,Kayla,Emily
763,1994,Wisconsin,Samantha,Emily,Ashley,Sarah,Jessica
764,1994,Wyoming,Ashley,Emily,Jessica,Amanda,Samantha
765,1995,Alabama,Jessica,Ashley,Hannah,Emily,Brittany
766,1995,Alaska,Samantha,Jessica,Sarah,Ashley,Hannah
767,1995,Arizona,Jessica,Ashley,Samantha,Taylor,Alexis
768,1995,Arkansas,Ashley,Jessica,Hannah,Emily,Sarah
769,1995,California,Jessica,Ashley,Stephanie,Jennifer,Samantha
770,1995,Colorado,Jessica,Hannah,Ashley,Taylor,Sarah
771,1995,Connecticut,Emily,Jessica,Sarah,Samantha,Ashley
772,1995,Delaware,Sarah,Emily,Jessica,Alexis,Ashley
773,1995,Dist. of Columbia,Ashley,Jasmine,Alexis,Danielle,Jessica
